time;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32
-1708677689.80702;-1.1837044954299927;2.2483596801757812;0.9284338355064392;0.39195844531059265;0.7826142907142639;0.37232449650764465;0.7345693111419678;-1.9989705085754395;-0.6153332591056824;0.5461865067481995;-2.7319424152374268;-0.28037333488464355;0.803790271282196;-0.49816519021987915;0.7374511957168579;0.6659579873085022;1.9222835302352905;0.420382559299469;-0.7237154841423035;1.9798768758773804;-1.0654151439666748;-1.9258520603179932;0.44057807326316833;-1.3219386339187622;-0.969453752040863;-0.5971453785896301;0.4445589482784271;1.290987491607666;-0.8594304919242859;1.8991724252700806;1.9621992111206055;-1.2093104124069214
-1708677689.8050697;-1.0896766185760498;2.363924264907837;0.9742529988288879;0.03651319071650505;0.26450708508491516;-0.45161399245262146;-0.011197200044989586;-2.260779857635498;-0.7703395485877991;1.4510825872421265;-1.3817955255508423;0.796187162399292;2.275479793548584;-0.023575935512781143;0.388869971036911;-0.32290101051330566;-0.09239262342453003;-0.9772360920906067;-2.3414697647094727;1.134913682937622;0.08131130039691925;-1.046730875968933;2.382265329360962;0.9672302007675171;-0.02222379855811596;0.20547403395175934;-0.512324869632721;-0.042365558445453644;-2.2417924404144287;-0.7411913871765137;1.521350383758545;-1.3137545585632324
-1708677689.803116;-1.0050891637802124;2.4119832515716553;0.8720612525939941;-0.5032265782356262;-0.3174034357070923;-0.9882293939590454;-0.08047641813755035;-1.490973711013794;0.055154770612716675;2.6969075202941895;-0.5397720336914062;0.2038721889257431;1.4063984155654907;-1.6097511053085327;-1.1667554378509521;-0.6369763016700745;0.2405714988708496;0.9030522704124451;-0.45598962903022766;2.029865026473999;0.9727088809013367;-2.3846654891967773;0.1999112218618393;-0.3497147858142853;-1.5522727966308594;0.5445634126663208;0.8106737732887268;1.5919513702392578;0.05256473645567894;-0.7756413221359253;1.1595330238342285;-1.9683834314346313
-1708677689.8011637;-0.9317514896392822;2.388241767883301;0.6473594903945923;-1.09853196144104;-0.6949915289878845;-0.936406135559082;0.5566535592079163;-0.3038000464439392;0.5083983540534973;2.563390016555786;-1.3653357028961182;-1.5746477842330933;0.7357126474380493;-1.1649806499481201;-0.00449870340526104;1.3041765689849854;0.9342978596687317;0.5472632646560669;-1.9332432746887207;-0.38475337624549866;0.6072180271148682;-1.7473138570785522;1.423450231552124;2.1672229766845703;-0.9863864779472351;-0.34128454327583313;-0.6877915859222412;-0.598681628704071;-0.07061319798231125;-0.2722822427749634;2.404886245727539;0.5521860718727112
-1708677689.79921;-0.8712676167488098;2.293247699737549;0.34521764516830444;-1.6053146123886108;-0.689979076385498;-0.3370031416416168;1.348482370376587;0.2689645290374756;-0.2620448172092438;1.323045253753662;-1.956377387046814;-1.653764247894287;2.1944680213928223;0.4708186686038971;-0.06658561527729034;0.28898704051971436;-0.9625230431556702;-0.3669920265674591;-0.8045409321784973;0.982516884803772;2.3790218830108643;-1.6319165229797363;-1.0174448490142822;0.8300338983535767;-1.389392375946045;0.4418954849243164;1.7189768552780151;0.14706581830978394;-0.5188122987747192;-1.8259245157241821;0.2479916363954544;1.3742444515228271
-1708677689.7972567;-0.82500821352005;2.132352590560913;0.023213431239128113;-1.903389811515808;-0.2897469401359558;0.4516454041004181;1.6051193475723267;-0.17528435587882996;-1.5242003202438354;0.8284945487976074;-0.7430972456932068;-0.5732865929603577;2.617677688598633;-0.3284306228160858;-2.0088694095611572;0.013580165803432465;0.39350247383117676;1.22322416305542;-0.08832500874996185;-0.9213390350341797;0.591286838054657;-1.358676791191101;-0.12876471877098083;2.876206636428833;-0.7863730192184448;-1.8566656112670898;0.34233811497688293;0.09459672123193741;0.8829184770584106;0.21337182819843292;-0.44401007890701294;0.18181456625461578
-1708677689.7953045;-0.7940865159034729;1.9153406620025635;-0.2575797736644745;-1.9291905164718628;0.3469240069389343;0.9680776596069336;1.0528134107589722;-1.0056722164154053;-1.8777377605438232;1.7157847881317139;0.7018816471099854;-1.1527698040008545;0.9953877329826355;-0.7307884693145752;-1.2485696077346802;1.696513295173645;0.6771414279937744;-0.7154806852340698;-1.1468510627746582;-0.4094810485839844;2.3565616607666016;-0.018160894513130188;-2.150752305984497;0.9498171210289001;0.10748155415058136;-0.568560004234314;1.5738275051116943;-0.5131744742393494;-1.4208474159240723;0.23992390930652618;0.7882655262947083;1.3456292152404785
-1708677689.793351;-0.779338538646698;1.655746579170227;-0.4421520233154297;-1.6929664611816406;0.9566155672073364;0.9235613942146301;0.055907368659973145;-1.2085455656051636;-1.0135031938552856;2.451543092727661;0.4190841615200043;-2.7087059020996094;0.7865121960639954;1.2469931840896606;-0.708301842212677;0.26296770572662354;-0.5183631777763367;-0.3017210364341736;0.9408234357833862;-0.20908328890800476;0.13549114763736725;-0.5259107351303101;-1.0503039360046387;2.232084274291992;0.39715099334716797;-2.892416000366211;0.7681122422218323;1.843112826347351;-0.5945014357566833;-0.773966908454895;-0.6463285684585571;1.0640774965286255
-1708677689.7913973;-0.7813082337379456;1.3699133396148682;-0.4901738166809082;-1.275758981704712;1.282328724861145;0.37429890036582947;-0.6711098551750183;-0.42846807837486267;-0.10069173574447632;1.6639834642410278;-0.49784037470817566;-2.4146878719329834;1.9741356372833252;1.5838326215744019;-2.4951772689819336;-0.2773832678794861;1.5587059259414673;0.18983791768550873;-0.7018589973449707;-1.1301610469818115;1.201684832572937;1.3474631309509277;-2.1749143600463867;-0.16963258385658264;1.8917123079299927;-0.9570221900939941;-0.3575713634490967;0.5712456107139587;-0.6617671847343445;0.6671637892723083;0.2126605063676834;-0.9686731100082397
-1708677689.789445;-0.8002379536628723;1.0758545398712158;-0.38232845067977905;-0.8069813251495361;1.18190598487854;-0.3131159543991089;-0.6313485503196716;0.6637319922447205;-0.3139009177684784;0.23293830454349518;0.1281672716140747;-1.0370548963546753;1.1360374689102173;0.45011264085769653;-1.889846920967102;0.9731613993644714;1.1853413581848145;-1.5764638185501099;-0.008179786615073681;0.8749735355377197;-0.10663565248250961;-0.19597846269607544;-0.7881613373756409;0.8005715012550354;1.130629539489746;-2.097914218902588;-0.03469052538275719;2.4350547790527344;-1.453410267829895;-1.3687106370925903;1.7739554643630981;0.26704639196395874
