DadosSensor, 
0.082,1.012,0.02,-0.726,11.078,25.445,0,0,0
0.07,1.008,0.023,2.109,15.671,28.175,0,0,0
0.07,1.008,0.016,1.094,21.35,26.101,0,0,0
0.078,1.0,0.027,0.105,25.121,24.605,0,0,0
0.078,1.004,0.016,-2.573,24.281,23.888,0,0,0
0.086,0.996,-0.004,-5.443,17.027,22.96,0,0,0
0.094,0.992,-0.02,-5.303,7.394,23.538,0,0,0
0.109,0.977,-0.004,-2.879,-0.131,23.196,0,0,0
0.105,0.98,0.008,0.079,1.033,21.63,0,0,0
0.094,1.0,0.012,-2.153,6.991,19.495,0,0,0
0.09,1.016,-0.004,-0.753,15.068,17.019,0,0,0
0.098,1.008,-0.012,-0.639,15.409,14.718,0,0,0
0.141,0.977,-0.016,9.03,21.901,20.895,0,0,0
0.098,1.0,-0.004,-1.488,19.399,12.198,0,0,0
0.086,0.996,0.008,0.753,11.13,14.595,0,0,0
0.082,0.988,0.008,0.805,6.869,15.558,0,0,0
0.09,0.996,0.008,1.19,9.468,15.155,0,0,0
0.141,1.008,0.008,2.879,23.975,14.613,0,0,0
0.176,1.0,-0.004,4.139,33.495,13.79,0,0,0
0.211,0.996,0.012,4.506,35.604,14.385,0,0,0
0.23,0.996,0.02,3.553,32.471,18.051,0,0,0
0.238,1.0,0.02,8.566,30.275,24.99,0,0,0
0.211,1.004,0.043,13.484,35.928,26.679,0,0,0
0.242,1.012,0.004,4.454,34.011,26.618,0,0,0
0.23,1.023,0.016,1.82,27.79,26.548,0,0,0
0.246,0.992,0.031,6.151,17.036,31.763,0,0,0
0.145,1.004,-0.004,7.149,17.115,24.08,0,0,0
0.117,1.016,0.0,9.704,7.21,20.606,0,0,0
0.113,1.016,0.004,11.926,2.756,17.203,0,0,0
0.129,1.016,0.012,13.029,-1.243,15.531,0,0,0
0.145,1.004,0.023,16.135,-3.806,16.319,0,0,0
0.129,1.004,0.016,14.875,-4.454,11.419,0,0,0
0.156,0.992,0.031,15.881,-7.761,11.69,0,0,0
0.145,1.004,0.043,15.514,-10.938,10.028,0,0,0
0.121,1.012,0.031,13.974,-11.804,8.969,0,0,0
0.117,1.023,0.012,13.93,-12.285,8.549,0,0,0
0.137,1.008,-0.004,14.989,-14.035,9.284,0,0,0
0.109,1.016,0.023,20.239,-18.209,12.434,0,0,0
0.09,1.035,0.035,22.768,-21.026,13.781,0,0,0
0.09,1.059,0.047,23.643,-21.674,12.591,0,0,0
0.094,1.07,0.043,25.13,-19.285,10.509,0,0,0
0.105,1.062,0.043,22.269,-17.027,5.443,0,0,0
0.121,1.074,0.023,20.388,-15.365,3.57,0,0,0
0.121,1.082,0.012,19.355,-14.473,2.879,0,0,0
0.113,1.086,-0.996,19.784,-14.56,5.329,0,0,0
